age_group,0 - 14 years,0 - 14 years,0 - 14 years,0 - 4 years,0 - 4 years,0 - 4 years,10 - 14 years,10 - 14 years,10 - 14 years,15 - 19 years,15 - 19 years,15 - 19 years,15 - 24 years,15 - 24 years,15 - 24 years,15 years and over,15 years and over,15 years and over,20 - 24 years,20 - 24 years,20 - 24 years,25 - 29 years,25 - 29 years,25 - 29 years,25 - 44 years,25 - 44 years,25 - 44 years,30 - 34 years,30 - 34 years,30 - 34 years,35 - 39 years,35 - 39 years,35 - 39 years,40 - 44 years,40 - 44 years,40 - 44 years,45 - 49 years,45 - 49 years,45 - 49 years,45 - 64 years,45 - 64 years,45 - 64 years,5 - 9 years,5 - 9 years,5 - 9 years,50 - 54 years,50 - 54 years,50 - 54 years,55 - 59 years,55 - 59 years,55 - 59 years,60 - 64 years,60 - 64 years,60 - 64 years,65 - 69 years,65 - 69 years,65 - 69 years,65 years and over,65 years and over,65 years and over,70 - 74 years,70 - 74 years,70 - 74 years,75 - 79 years,75 - 79 years,75 - 79 years,80 - 84 years,80 - 84 years,80 - 84 years,85 years and over,85 years and over,85 years and over,All ages,All ages,All ages
gender,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male,Both sexes,Female,Male
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,851.2,416.6,434.6,310.2,151.3,158.9,262.1,128.7,133.4,244.0,117.4,126.6,452.6,217.7,234.9,2117.8,1042.4,1075.4,208.6,100.3,108.3,201.1,100.2,100.9,773.6,380.2,393.4,194.8,96.5,98.3,199.8,98.0,101.8,177.9,85.5,92.4,163.8,80.2,83.6,574.5,283.2,291.3,278.9,136.6,142.3,158.4,77.8,80.6,130.4,64.6,65.8,121.9,60.6,61.3,109.3,54.1,55.2,317.1,161.3,155.8,100.4,50.9,49.5,64.0,32.6,31.4,30.1,15.9,14.2,13.3,7.8,5.5,2969.0,1459.0,1510.0
1951,854.8,418.4,436.4,312.9,152.6,160.0,260.9,128.2,132.7,241.2,115.4,125.7,443.4,212.2,231.1,2105.8,1035.6,1070.2,202.2,96.8,105.4,198.4,98.8,99.6,771.2,378.9,392.3,191.6,95.1,96.4,200.9,98.6,102.3,180.3,86.3,94.0,160.9,78.5,82.4,574.8,283.1,291.7,281.0,137.6,143.5,163.0,80.1,82.9,128.8,63.8,65.0,122.1,60.7,61.3,107.5,53.4,54.1,316.4,161.4,155.0,100.1,51.0,49.1,64.6,32.9,31.6,30.9,16.2,14.6,13.3,7.8,5.5,2960.6,1454.0,1506.6
1952,859.6,420.8,438.8,310.3,151.6,158.7,264.6,130.0,134.6,239.7,114.7,125.0,437.5,209.7,227.8,2093.3,1031.2,1062.1,197.8,95.0,102.8,192.9,96.3,96.6,760.3,375.1,385.2,188.6,94.0,94.6,197.3,97.5,99.8,181.5,87.3,94.2,163.6,79.7,83.9,578.6,284.8,293.8,284.7,139.2,145.5,160.0,78.4,81.6,133.8,66.2,67.6,121.2,60.5,60.7,107.9,53.5,54.4,316.9,161.6,155.3,98.8,50.4,48.4,64.9,33.1,31.8,31.3,16.5,14.8,14.0,8.1,5.9,2952.9,1452.0,1500.9
1953,865.3,423.4,441.9,308.2,150.7,157.5,268.6,131.9,136.7,238.6,114.1,124.5,432.3,207.4,224.9,2083.7,1027.7,1056.0,193.7,93.3,100.4,187.7,93.9,93.8,750.6,371.8,378.8,185.8,92.9,92.9,194.1,96.6,97.5,183.0,88.4,94.6,166.4,80.9,85.5,583.0,286.6,296.4,288.5,140.8,147.7,157.3,76.8,80.5,138.8,68.6,70.2,120.5,60.3,60.2,108.6,53.7,54.9,317.8,161.9,155.9,97.7,49.9,47.8,65.4,33.3,32.1,31.6,16.7,14.9,14.5,8.3,6.2,2949.0,1451.1,1497.9
1954,870.0,425.6,444.4,305.9,149.7,156.2,272.1,133.6,138.5,237.1,113.3,123.8,426.5,204.8,221.7,2071.2,1022.6,1048.6,189.4,91.5,97.9,182.2,91.3,90.9,739.7,367.8,371.9,182.8,91.7,91.1,190.6,95.5,95.1,184.1,89.3,94.8,169.0,82.0,87.0,586.7,288.0,298.7,292.0,142.3,149.7,154.4,75.1,79.3,143.6,70.9,72.7,119.7,60.0,59.7,109.0,53.8,55.2,318.3,162.0,156.3,96.3,49.2,47.1,65.8,33.5,32.3,32.1,17.0,15.1,15.1,8.5,6.6,2941.2,1448.2,1493.0
1955,871.0,426.8,444.2,302.1,148.3,153.8,274.6,135.0,139.6,234.7,112.3,122.4,419.0,201.8,217.2,2049.9,1015.0,1034.9,184.3,89.5,94.8,176.1,88.6,87.5,725.8,363.0,362.8,179.0,90.3,88.7,186.2,94.1,92.1,184.5,90.0,94.5,170.3,82.4,87.9,587.4,288.3,299.1,294.3,143.5,150.8,150.9,73.3,77.6,147.8,73.0,74.8,118.4,59.6,58.8,109.0,53.8,55.2,317.7,161.9,155.8,94.7,48.5,46.2,65.9,33.6,32.3,32.4,17.2,15.2,15.7,8.8,6.9,2920.9,1441.8,1479.1
1956,870.8,427.6,443.2,298.1,146.8,151.3,276.6,136.3,140.3,232.1,111.3,120.8,411.2,198.8,212.4,2027.7,1007.8,1019.9,179.1,87.5,91.6,169.8,85.8,84.0,711.6,358.2,353.4,175.2,88.9,86.3,181.9,92.8,89.1,184.7,90.7,94.0,172.4,83.7,88.7,588.3,289.3,299.0,296.1,144.5,151.6,147.2,71.4,75.8,151.8,75.1,76.7,116.9,59.1,57.8,108.9,53.7,55.2,316.6,161.5,155.1,93.0,47.8,45.2,65.9,33.6,32.3,32.6,17.4,15.2,16.2,9.0,7.2,2898.5,1435.4,1463.1
1957,873.1,428.0,445.1,299.0,147.0,152.0,279.4,137.2,142.2,232.7,111.8,120.9,407.7,197.3,210.4,2012.2,1001.2,1011.0,175.0,85.5,89.5,164.9,83.2,81.7,696.7,350.8,345.9,170.8,86.6,84.2,179.0,91.3,87.7,182.0,89.7,92.3,173.0,84.1,88.9,591.2,290.7,300.5,294.7,143.8,150.9,149.4,72.3,77.1,148.8,73.6,75.2,120.0,60.7,59.3,107.9,53.4,54.5,316.6,162.4,154.2,93.1,48.0,45.1,65.4,33.6,31.8,33.5,18.0,15.5,16.7,9.4,7.3,2885.3,1429.2,1456.1
1958,869.5,425.6,443.9,297.8,146.2,151.6,280.3,137.2,143.1,231.8,111.6,120.2,401.5,194.6,206.9,1983.2,988.2,995.0,169.7,83.0,86.7,159.1,80.2,78.9,677.4,341.3,336.1,165.3,83.8,81.5,175.0,89.2,85.8,178.0,88.1,89.9,172.5,84.0,88.5,589.8,290.0,299.8,291.4,142.2,149.2,150.5,72.6,77.9,144.7,71.6,73.1,122.1,61.8,60.3,106.1,52.8,53.3,314.5,162.3,152.2,92.5,47.9,44.6,64.5,33.4,31.1,34.3,18.5,15.8,17.1,9.7,7.4,2852.7,1413.8,1438.9
1959,873.5,426.9,446.6,299.3,146.7,152.6,283.6,138.4,145.2,232.8,112.3,120.5,398.6,193.6,205.0,1972.1,984.1,988.0,165.8,81.3,84.5,154.8,77.9,76.9,664.4,334.9,329.5,161.4,81.8,79.6,172.5,87.9,84.6,175.7,87.3,88.4,173.5,84.6,88.9,593.9,292.0,301.9,290.6,141.8,148.8,153.0,73.6,79.4,142.1,70.3,71.8,125.3,63.5,61.8,105.4,52.7,52.7,315.2,163.6,151.6,92.8,48.2,44.6,64.2,33.5,30.7,35.2,19.1,16.1,17.6,10.1,7.5,2845.6,1411.0,1434.6
1960,875.5,427.3,448.2,300.1,146.9,153.2,286.2,139.3,146.9,233.3,112.8,120.5,395.4,192.2,203.2,1956.6,977.7,978.9,162.1,79.4,82.7,150.0,75.4,74.6,649.7,327.8,321.9,157.0,79.6,77.4,169.7,86.5,83.2,173.0,86.3,86.7,174.0,85.0,89.0,596.4,293.3,303.1,289.2,141.1,148.1,155.1,74.5,80.6,139.1,68.8,70.3,128.2,65.0,63.2,104.4,52.4,52.0,315.1,164.4,150.7,92.8,48.4,44.4,63.8,33.5,30.3,36.1,19.7,16.4,18.0,10.4,7.6,2832.1,1405.0,1427.1
1961,877.3,428.5,448.7,300.8,147.4,153.4,288.8,140.5,148.3,233.8,113.5,120.3,391.8,191.1,200.8,1941.1,973.3,967.8,158.0,77.6,80.4,145.4,73.1,72.3,635.3,321.3,314.0,152.8,77.5,75.2,166.8,85.2,81.6,170.3,85.5,84.8,174.6,85.6,89.0,598.9,295.2,303.8,287.7,140.7,147.0,157.1,75.4,81.7,136.1,67.5,68.6,131.1,66.6,64.4,103.5,52.3,51.1,315.1,165.8,149.3,92.8,48.7,44.1,63.2,33.5,29.7,37.0,20.4,16.7,18.5,10.8,7.7,2818.3,1401.8,1416.5
1962,881.5,430.6,450.9,303.7,148.7,155.0,288.0,140.2,147.8,238.8,115.9,122.9,402.1,196.0,206.1,1948.6,976.7,971.9,163.3,80.1,83.2,146.1,73.3,72.8,630.7,318.3,312.4,151.4,76.5,74.9,164.3,83.7,80.6,168.9,84.8,84.1,172.9,85.0,87.9,599.3,295.3,304.0,289.8,141.7,148.1,158.6,76.4,82.2,138.2,68.2,70.0,129.6,65.7,63.9,105.5,53.6,51.9,316.5,167.1,149.4,92.2,48.5,43.7,63.1,33.6,29.5,36.8,20.3,16.5,18.9,11.1,7.8,2830.1,1407.3,1422.8
1963,888.1,434.1,454.0,307.4,150.5,156.9,288.0,140.4,147.6,244.3,118.6,125.7,413.5,201.5,212.0,1961.9,983.2,978.7,169.2,82.9,86.3,147.2,73.7,73.5,627.9,316.3,311.6,150.6,75.8,74.8,162.2,82.4,79.8,167.9,84.4,83.5,171.8,84.7,87.1,601.5,296.4,305.1,292.7,143.2,149.5,160.5,77.6,82.9,140.7,69.1,71.6,128.5,65.0,63.5,107.9,55.1,52.8,319.0,169.0,150.0,92.0,48.5,43.5,63.2,33.8,29.4,36.6,20.2,16.4,19.3,11.4,7.9,2850.0,1417.3,1432.7
1964,893.0,436.7,456.3,310.5,152.0,158.5,287.4,140.3,147.1,249.6,121.2,128.4,424.3,206.7,217.6,1970.8,987.3,983.5,174.7,85.5,89.2,148.1,74.0,74.1,623.9,313.6,310.3,149.4,74.8,74.6,159.8,81.0,78.8,166.6,83.8,82.8,170.1,84.1,86.0,602.1,296.6,305.5,295.1,144.4,150.7,162.1,78.6,83.5,142.9,69.8,73.1,127.0,64.1,62.9,110.1,56.5,53.6,320.5,170.4,150.1,91.4,48.3,43.1,63.1,33.9,29.2,36.3,20.1,16.2,19.6,11.6,8.0,2863.8,1424.0,1439.8
1965,897.2,438.9,458.3,313.4,153.3,160.1,286.6,140.1,146.5,254.6,123.6,131.0,434.7,211.7,223.0,1978.6,991.1,987.5,180.1,88.1,92.0,148.8,74.2,74.6,619.4,310.7,308.7,148.2,73.9,74.3,157.2,79.4,77.8,165.2,83.2,82.0,168.4,83.5,84.9,602.6,296.9,305.7,297.2,145.5,151.7,163.7,79.7,84.0,145.0,70.5,74.5,125.5,63.2,62.3,112.3,57.9,54.4,321.9,171.8,150.1,90.8,48.1,42.7,63.0,34.0,29.0,35.9,19.9,16.0,19.9,11.9,8.0,2875.8,1430.0,1445.8
1966,900.4,441.0,459.4,315.9,154.6,161.3,285.5,139.8,145.6,259.4,126.0,133.3,444.6,216.6,228.1,1983.6,994.0,989.6,185.3,90.6,94.7,149.3,74.3,75.0,613.6,307.4,306.2,146.6,72.8,73.8,154.3,77.8,76.5,163.4,82.4,81.0,166.5,82.9,83.6,602.4,297.0,305.4,299.0,146.5,152.4,165.0,80.6,84.3,147.1,71.2,75.8,123.8,62.2,61.6,114.2,59.2,55.0,323.0,173.1,149.9,90.1,47.9,42.2,62.8,34.1,28.7,35.6,19.8,15.8,20.3,12.2,8.1,2884.0,1435.0,1449.0
1967,905.3,443.2,462.1,315.6,154.3,161.3,287.6,140.9,146.7,260.7,126.8,133.9,451.7,220.2,231.5,1994.4,999.5,994.9,191.0,93.4,97.6,153.9,76.5,77.4,615.7,307.6,308.1,147.4,73.0,74.4,153.2,76.9,76.3,161.2,81.2,80.0,165.2,82.4,82.8,602.9,297.5,305.4,302.1,148.0,154.1,163.6,80.2,83.4,148.4,72.1,76.3,125.7,62.8,62.9,113.7,58.8,54.9,324.1,174.2,149.9,91.7,49.1,42.6,62.5,34.0,28.5,35.8,20.0,15.8,20.4,12.3,8.1,2899.7,1442.7,1457.0
1968,909.4,445.1,464.3,314.8,153.8,161.0,289.6,141.9,147.7,261.8,127.5,134.3,458.3,223.5,234.8,2002.8,1003.6,999.2,196.5,96.0,100.5,158.1,78.3,79.8,616.9,307.2,309.7,148.1,73.2,74.9,151.9,76.0,75.9,158.8,79.7,79.1,163.5,81.7,81.8,602.7,297.9,304.8,305.0,149.4,155.6,162.2,79.8,82.4,149.6,73.0,76.6,127.4,63.4,64.0,113.0,58.3,54.7,324.9,175.0,149.9,93.4,50.3,43.1,62.2,33.9,28.3,35.8,20.1,15.7,20.5,12.4,8.1,2912.2,1448.7,1463.5
1969,913.3,447.0,466.3,313.9,153.3,160.6,291.6,143.0,148.6,262.9,128.2,134.7,464.9,227.0,237.9,2011.9,1008.2,1003.7,202.0,98.8,103.2,162.5,80.3,82.2,618.1,307.1,311.0,148.7,73.5,75.2,150.6,74.9,75.7,156.3,78.4,77.9,162.0,81.1,80.9,602.9,298.3,304.6,307.8,150.7,157.1,160.7,79.3,81.4,150.9,73.8,77.1,129.3,64.1,65.2,112.3,57.7,54.6,326.0,175.8,150.2,95.0,51.5,43.5,62.0,33.8,28.2,36.0,20.2,15.8,20.7,12.6,8.1,2925.2,1455.2,1470.0
1970,921.2,450.6,470.6,314.4,153.3,161.1,294.8,144.6,150.2,264.9,129.4,135.5,473.4,231.3,242.1,2028.7,1017.4,1011.3,208.5,101.9,106.6,167.5,82.7,84.8,621.7,308.2,313.5,149.9,73.9,76.0,149.8,74.3,75.5,154.5,77.3,77.2,160.9,80.8,80.1,605.1,300.0,305.1,312.0,152.7,159.3,159.8,79.1,80.7,152.8,75.1,77.7,131.6,65.0,66.6,112.2,57.6,54.6,328.5,177.9,150.6,97.0,53.0,44.0,62.1,34.0,28.1,36.3,20.6,15.7,20.9,12.7,8.2,2949.9,1468.0,1481.9
1971,931.2,455.4,475.8,315.6,153.8,161.8,298.6,146.4,152.1,267.7,131.0,136.8,483.0,236.2,246.7,2047.1,1027.1,1020.0,215.3,105.3,110.0,173.0,85.3,87.7,626.2,309.7,316.5,151.4,74.5,76.8,149.1,73.6,75.5,152.7,76.3,76.4,160.1,80.6,79.5,608.1,302.0,306.1,316.9,155.1,161.8,159.1,79.0,80.0,154.8,76.4,78.4,134.1,65.9,68.1,111.8,57.3,54.5,329.8,179.2,150.6,99.0,54.4,44.6,61.8,34.0,27.8,36.4,20.7,15.7,20.9,12.8,8.1,2978.2,1482.5,1495.8
1972,943.1,461.0,482.0,319.1,155.5,163.6,303.0,148.5,154.5,273.5,133.8,139.7,494.7,242.0,252.7,2081.6,1044.3,1037.0,221.2,108.2,113.0,180.7,89.0,91.6,646.0,318.9,327.0,159.2,78.3,80.9,152.5,75.1,77.4,153.6,76.5,77.1,159.4,80.0,79.4,607.3,301.9,305.3,320.9,157.0,163.9,158.4,78.8,79.6,154.9,76.7,78.2,134.6,66.4,68.1,114.3,58.6,55.7,333.6,181.5,152.0,99.0,54.2,44.7,62.6,34.7,27.9,36.6,21.0,15.6,21.1,13.0,8.1,3024.4,1505.3,1519.1
1973,955.5,467.0,488.6,322.9,157.4,165.5,307.7,150.7,157.0,279.5,136.7,142.8,506.9,248.0,258.9,2117.4,1062.4,1055.0,227.4,111.3,116.1,188.6,92.9,95.7,666.6,328.6,337.9,167.3,82.2,85.1,156.1,76.7,79.3,154.6,76.8,77.8,158.6,79.4,79.3,606.3,301.8,304.6,325.0,158.9,166.1,157.7,78.5,79.1,154.9,76.9,78.0,135.1,67.0,68.2,117.0,60.0,57.0,337.6,184.0,153.6,99.0,54.1,44.9,63.5,35.4,28.1,36.8,21.3,15.5,21.3,13.2,8.1,3073.0,1529.3,1543.7
